CustomerId,Surname,Geography,Gender,Age,CreditScore,Balance,EstimatedSalary,NumOfProducts,IsActiveMember,Exited,Cluster,CustomerValue,ChurnProbability,RiskCategory,ValueCategory,ExpectedLoss,RetentionCost,ExpectedSavedValue,ROI,Priority
15767821,Bearce,France,Male,31,528,102016.72,80181.12,2,0,0,1,182197.84,0.04552491414349684,Low Risk,High Value,8294.541023130574,9109.892,2488.362306939172,-0.726850515139019,P4 — Monitor
15737173,Andrews,Spain,Male,24,497,0.0,76390.01,2,0,0,0,76390.01,0.026788176839158587,Low Risk,Low Value,2046.3490966250927,3819.5005,613.9047289875277,-0.8392709389650485,P4 — Monitor
15632264,Kay,France,Female,34,476,0.0,26260.98,2,0,0,0,26260.98,0.08696466799957847,Low Risk,Low Value,2283.7774070435703,1313.049,685.133222113071,-0.4782119920025292,P4 — Monitor
15691483,Chin,France,Female,25,549,0.0,190857.79,2,0,0,0,190857.79,0.043773552852854884,Low Risk,High Value,8354.52355794408,9542.889500000001,2506.3570673832237,-0.7373586828828707,P4 — Monitor
15600882,Scott,Spain,Female,35,635,0.0,65951.65,2,1,0,0,65951.65,0.047576479891475947,Low Risk,Low Value,3137.747350034659,3297.5825,941.3242050103977,-0.7145411206511444,P4 — Monitor
15643966,Goforth,Germany,Male,45,616,143129.41,64327.26,2,1,0,1,207456.67,0.34474650710848953,Medium Risk,High Value,71519.96235885857,10372.8335,21455.98870765757,1.068479042650937,P2 — High Priority
15737452,Romeo,Germany,Male,58,653,132602.88,5097.67,1,0,1,1,137700.55000000002,0.9721598062346413,Critical Risk,Medium Value,133866.94000640354,6885.027500000001,40160.08200192106,4.832958837407846,P2 — High Priority
15788218,Henderson,Spain,Female,24,549,0.0,14406.41,2,1,0,0,14406.41,0.047194099926156245,Low Risk,Low Value,679.8975531171766,720.3205,203.96926593515298,-0.7168354004430626,P4 — Monitor
15661507,Muldrow,Spain,Male,45,587,0.0,158684.81,1,0,0,0,158684.81,0.580542942784441,High Risk,Medium Value,92123.34657258989,7934.2405,27637.003971776965,2.4832576567066456,P2 — High Priority
15568982,Hao,France,Female,24,726,0.0,54724.03,2,1,0,0,54724.03,0.03666787057035544,Low Risk,Low Value,2006.6136491282482,2736.2015,601.9840947384745,-0.7799927765778674,P4 — Monitor
15577657,McDonald,France,Male,41,732,0.0,170886.17,2,1,0,0,170886.17,0.0376243419324305,Low Risk,Medium Value,6429.4796916034475,8544.308500000001,1928.8439074810342,-0.7742539484054171,P4 — Monitor
15597945,Dellucci,Spain,Female,32,636,0.0,138555.46,2,0,0,0,138555.46,0.07223636060272011,Low Risk,Medium Value,10008.742172035762,6927.773,3002.6226516107286,-0.5665818363836793,P4 — Monitor
15699309,Gerasimov,Spain,Female,38,510,0.0,118913.53,1,0,1,0,118913.53,0.48998923536351735,High Risk,Medium Value,58266.34963907668,5945.6765000000005,17479.904891723003,1.9399354121811034,P2 — High Priority
15725737,Mosman,France,Male,46,669,0.0,8487.75,2,1,0,0,8487.75,0.05058293482171675,Low Risk,Low Value,429.3353050330264,424.38750000000005,128.80059150990792,-0.6965023910696995,P4 — Monitor
15625047,Yen,France,Female,38,846,0.0,187616.16,1,1,0,0,187616.16,0.38155870931369323,Medium Risk,High Value,71586.57985599137,9380.808,21475.97395679741,1.2893522558821595,P2 — High Priority
15738191,Maclean,France,Male,25,577,0.0,124508.29,2,1,0,0,124508.29,0.019122515085200444,Low Risk,Medium Value,2380.9116537575114,6225.4145,714.2734961272535,-0.8852649094887973,P4 — Monitor
15736816,Young,Germany,Male,36,756,136815.64,170041.95,1,1,0,1,306857.59,0.29384949882410943,Medium Risk,Very High Value,90169.94903187406,15342.879500000003,27050.984709562217,0.7630969929446564,P2 — High Priority
15700772,Nebechi,France,Male,44,571,0.0,38433.35,2,0,0,0,38433.35,0.10628800572205716,Low Risk,Low Value,4085.004124717825,1921.6675,1225.5012374153475,-0.3622719656676571,P4 — Monitor
15728693,McWilliams,Germany,Female,43,574,141349.43,100187.43,1,1,0,1,241536.86,0.6738789462377662,Critical Risk,Very High Value,162766.60469437885,12076.843,48829.98140831365,3.0432736774265963,P1 — Immediate Retention
15656300,Lucciano,France,Male,29,411,59697.17,53483.21,2,1,0,0,113180.38,0.03291762884176571,Low Risk,Low Value,3725.6297410100033,5659.019,1117.688922303001,-0.8024942269494056,P4 — Monitor
15589475,Azikiwe,Spain,Female,39,591,0.0,140469.38,3,0,1,0,140469.38,0.874612098697482,Critical Risk,Medium Value,122856.2192445341,7023.469000000001,36856.86577336023,4.247672592184891,P2 — High Priority
15706552,Odinakachukwu,France,Male,36,533,85311.7,156731.91,1,1,0,1,242043.61,0.10459732633812945,Low Risk,Very High Value,25317.11446322893,12102.1805,7595.134338968678,-0.37241604197122347,P3 — Relationship Management
15750181,Sanderson,Germany,Male,41,553,110112.54,81898.81,2,0,0,1,192011.34999999998,0.21237389936187423,Medium Risk,High Value,40778.1991212376,9600.5675,12233.45973637128,0.2742433961712452,P2 — High Priority
15659428,Maggard,Spain,Female,42,520,0.0,34410.55,2,1,0,0,34410.55,0.08489824119064551,Low Risk,Low Value,2921.3951734027673,1720.5275000000001,876.4185520208301,-0.4906105528561269,P4 — Monitor
15732963,Clements,Spain,Female,29,722,0.0,142033.07,2,1,0,0,142033.07,0.05951719208866076,Low Risk,Medium Value,8453.4095101322,7101.6535,2536.02285303966,-0.6428968474680354,P4 — Monitor
15794171,Lombardo,France,Female,45,475,134264.04,27822.99,1,0,1,1,162087.03,0.7508507226032534,Critical Risk,Medium Value,121703.16360011521,8104.351500000001,36510.94908003456,3.5051043356195195,P2 — High Priority
15788448,Watson,Spain,Male,31,490,145260.23,114066.77,1,1,0,1,259327.0,0.09107053945005764,Low Risk,Very High Value,23617.049783965096,12966.35,7085.114935189528,-0.45357676329965424,P3 — Relationship Management
15729599,Lorenzo,Spain,Male,33,804,76548.6,98453.45,1,1,0,1,175002.05,0.05200191608335796,Low Risk,Medium Value,9100.441918515613,8750.102499999999,2730.1325755546836,-0.6879885034998522,P4 — Monitor
15717426,Armstrong,France,Male,36,850,0.0,40812.9,1,1,0,0,40812.9,0.11153196733930253,Low Risk,Low Value,4551.9430298222205,2040.6450000000002,1365.582908946666,-0.33080819596418487,P4 — Monitor
15585768,Cameron,Germany,Male,41,582,70349.48,178074.04,2,1,0,1,248423.52000000002,0.0462749827835744,Low Risk,Very High Value,11495.794111034951,12421.176000000001,3448.738233310485,-0.7223501032985536,P3 — Relationship Management
15619360,Hsiao,Spain,Male,40,472,0.0,70154.22,1,0,0,0,70154.22,0.43983485186875765,High Risk,Low Value,30856.270961668237,3507.7110000000002,9256.88128850047,1.6390091112125456,P3 — Targeted Retention
15738148,Clarke,France,Female,51,465,122522.32,181297.65,1,0,1,1,303819.97,0.8136094286885318,Critical Risk,Very High Value,247190.79221586685,15190.9985,74157.23766476005,3.88165657213119,P1 — Immediate Retention
15687946,Osborne,France,Female,61,556,117419.35,94153.83,1,1,0,1,211573.18,0.25901386011080435,Medium Risk,High Value,54800.38604771803,10578.659,16440.115814315406,0.5540831606648259,P2 — High Priority
15755196,Lavine,France,Female,49,834,131394.56,194365.76,1,0,1,1,325760.32,0.5110719057740915,High Risk,Very High Value,166486.94756797788,16288.016000000001,49946.08427039337,2.0664314346445485,P1 — Immediate Retention
15684171,Bianchi,Spain,Female,61,660,155931.11,158338.39,1,1,0,1,314269.5,0.20549936842881855,Medium Risk,Very High Value,64582.18376644059,15713.475,19374.655129932176,0.2329962105729112,P2 — High Priority
15754849,Tyler,Germany,Female,32,776,109421.13,126517.46,2,1,0,1,235938.59000000003,0.10365176837486136,Low Risk,High Value,24455.452081371383,11796.929500000002,7336.635624411415,-0.3780893897508319,P4 — Monitor
15602280,Martin,Germany,Female,27,829,112045.67,119708.21,1,1,1,1,231753.88,0.4486568229592513,High Risk,High Value,103977.95950927958,11587.694000000001,31193.38785278387,1.6919409377555077,P1 — Immediate Retention
15771573,Okagbue,Germany,Female,39,637,137843.8,117622.8,1,1,1,1,255466.59999999998,0.6098654616416173,Critical Risk,Very High Value,155800.25594301437,12773.33,46740.07678290431,2.659192769849703,P1 — Immediate Retention
15766205,Yin,Germany,Male,38,550,103391.38,90878.13,1,1,0,1,194269.51,0.45820374925026225,High Risk,High Value,89015.01784701132,9713.4755,26704.505354103396,1.7492224955015736,P1 — Immediate Retention
15771873,Buccho,Germany,Female,37,776,103769.22,194099.12,2,0,0,1,297868.33999999997,0.11397843632220625,Low Risk,Very High Value,33950.56762309128,14893.417,10185.170286927383,-0.31612938206676255,P3 — Relationship Management
15616550,Chidiebele,Germany,Male,44,698,116363.37,198059.16,2,0,0,1,314422.53,0.15021118254277507,Low Risk,Very High Value,47229.78004939118,15721.126500000002,14168.934014817352,-0.09873290474334963,P3 — Relationship Management
15768193,Trevisani,Germany,Male,36,585,146050.97,86424.57,2,0,0,1,232475.54,0.07938814175606113,Low Risk,High Value,18455.80112433686,11623.777000000002,5536.7403373010575,-0.5236711494636334,P4 — Monitor
15683553,O'Brien,France,Female,33,788,0.0,116978.19,2,0,0,0,116978.19,0.0455456726670637,Low Risk,Low Value,5327.850350925584,5848.909500000001,1598.3551052776752,-0.7267259639976178,P4 — Monitor
15702298,Parkhill,Germany,Male,41,655,125561.97,164040.94,1,0,1,1,289602.91000000003,0.6827595805145946,Critical Risk,Very High Value,197729.16134740593,14480.145500000002,59318.74840422178,3.096557483087567,P1 — Immediate Retention
15569590,Yoo,Germany,Male,42,601,98495.72,40014.76,1,0,1,1,138510.48,0.6596667649446583,Critical Risk,Medium Value,91370.76025253179,6925.524000000001,27411.228075759536,2.958000589667949,P2 — High Priority
15760861,Phillipps,France,Male,43,619,125211.92,113410.49,1,1,0,1,238622.41,0.26653021322704945,Medium Risk,High Value,63600.081818052415,11931.1205,19080.024545415723,0.5991812793622964,P2 — High Priority
15630053,Tsao,France,Male,45,656,127864.4,87107.57,1,0,0,1,214971.97,0.5022454931406686,High Risk,High Value,107968.703084071,10748.5985,32390.6109252213,2.013472958844011,P1 — Immediate Retention
15647091,Endrizzi,Germany,Male,19,725,75888.2,45613.75,1,0,0,1,121501.95,0.08414380718838428,Low Risk,Medium Value,10223.636653812708,6075.0975,3067.0909961438124,-0.4951371568696943,P4 — Monitor
15623944,T'ien,Spain,Female,66,511,0.0,1643.11,1,0,1,0,1643.11,0.9162112507872247,Critical Risk,Low Value,1505.4358682809966,82.1555,451.63076048429895,4.497267504723347,P3 — Targeted Retention
15804771,Velazquez,France,Male,51,614,40685.92,46775.28,1,1,0,1,87461.2,0.5190455844696683,High Risk,Low Value,45396.34967241855,4373.06,13618.904901725566,2.1142735068180096,P3 — Targeted Retention
15651280,Hunter,Germany,Male,35,742,136857.0,84509.57,1,0,0,1,221366.57,0.4046574344844275,High Risk,High Value,89577.62829681743,11068.328500000001,26873.28848904523,1.4279446069065647,P1 — Immediate Retention
15773469,Clark,Germany,Female,27,687,152328.88,126494.82,2,0,0,1,278823.7,0.0696399379070247,Low Risk,Very High Value,19417.265155006884,13941.185000000001,5825.179546502065,-0.5821603725578518,P3 — Relationship Management
15702014,Jeffrey,Spain,Male,33,555,56084.69,178798.13,2,0,0,1,234882.82,0.03773729789779627,Low Risk,High Value,8863.84294941446,11744.141000000001,2659.152884824338,-0.7735762126132224,P4 — Monitor
15751208,Pirozzi,Spain,Male,56,684,78707.16,99398.36,1,1,0,1,178105.52000000002,0.2359413185851945,Medium Risk,High Value,42022.45123610173,8905.276000000002,12606.73537083052,0.4156479115111668,P2 — High Priority
15592461,Jackson,Germany,Male,26,603,109166.37,92840.67,1,1,0,1,202007.03999999998,0.20510489583777813,Medium Risk,High Value,41432.63289769788,10100.351999999999,12429.789869309363,0.2306293750266688,P2 — High Priority
15789484,Hammond,Germany,Female,36,751,169831.46,27758.36,2,1,0,1,197589.82,0.07936649788762351,Low Risk,High Value,15682.01203164591,9879.491000000002,4704.603609493773,-0.523801012674259,P4 — Monitor
15696061,Brownless,Germany,Female,34,581,101633.04,110431.51,1,0,0,1,212064.55,0.3757785122723592,Medium Risk,High Value,79689.30110470732,10603.2275,23906.790331412198,1.2546710736341549,P2 — High Priority
15641582,Chibugo,Germany,Male,43,735,123180.01,196673.28,2,1,0,1,319853.29,0.12993276003569798,Low Risk,Very High Value,41559.420776198516,15992.664499999999,12467.826232859554,-0.22040343978581214,P3 — Relationship Management
15638424,Glauert,Germany,Female,35,661,150725.53,113656.85,2,1,0,1,264382.38,0.07037425027586748,Low Risk,Very High Value,18605.7117786495,13219.119,5581.71353359485,-0.5777544983447952,P3 — Relationship Management
15755648,Pisano,France,Female,21,675,98373.26,18203.0,1,0,0,1,116576.26,0.07569736496890737,Low Risk,Low Value,8824.515699930238,5828.813,2647.3547099790712,-0.5458158101865558,P4 — Monitor
15703793,Konovalova,Germany,Male,58,738,133745.44,28373.86,4,0,1,1,162119.3,0.9895775222443378,Critical Risk,Medium Value,160429.61520198645,8105.965,48128.884560595936,4.937465133466026,P2 — High Priority
15620344,McKee,France,Male,29,813,0.0,33953.87,1,0,0,0,33953.87,0.2327115051504284,Medium Risk,Low Value,7901.456193381977,1697.6935000000003,2370.436858014593,0.39626903090257015,P3 — Targeted Retention
15812518,Palermo,Spain,Female,37,657,163607.18,44203.55,1,1,0,1,207810.72999999998,0.15960414993750088,Low Risk,High Value,33167.45490954151,10390.5365,9950.236472862454,-0.04237510037499467,P4 — Monitor
15779052,Ballard,Germany,Female,25,604,157780.84,58426.81,2,1,0,1,216207.65,0.04868213214855235,Low Risk,High Value,10525.449388827954,10810.3825,3157.6348166483863,-0.7079072071086859,P4 — Monitor
15770811,Wallace,France,Male,36,519,0.0,145562.4,2,1,0,0,145562.4,0.027895754585185506,Low Risk,Medium Value,4060.5729872306065,7278.12,1218.171896169182,-0.832625472488887,P4 — Monitor
15780961,Cavenagh,France,Female,21,735,178718.19,22388.0,2,0,0,1,201106.19,0.05395162958863587,Low Risk,High Value,10850.006670861827,10055.309500000001,3255.002001258548,-0.6762902224681848,P4 — Monitor
15614049,Hu,France,Male,55,664,0.0,139161.64,2,1,0,0,139161.64,0.12553050307465066,Low Risk,Medium Value,17469.030677893432,6958.082000000001,5240.709203368029,-0.24681698155209608,P4 — Monitor
15662085,Read,France,Female,32,678,0.0,148210.64,1,1,0,0,148210.64,0.23745585597729404,Medium Risk,Medium Value,35193.484386142576,7410.532000000001,10558.045315842772,0.42473513586376394,P3 — Targeted Retention
15575185,Bushell,Spain,Male,33,757,77253.22,194239.63,1,1,0,1,271492.85,0.10147554811944247,Low Risk,Very High Value,27549.885764259572,13574.6425,8264.965729277872,-0.39114671128334527,P3 — Relationship Management
15803136,Postle,Germany,Female,41,416,122189.66,98301.61,2,0,0,1,220491.27000000002,0.3505929054751832,Medium Risk,High Value,77302.6749812131,11024.563500000002,23190.80249436393,1.1035574328510986,P2 — High Priority
15706021,Buley,France,Female,34,665,96645.54,171413.66,2,0,0,1,268059.2,0.05983609816876835,Low Risk,Very High Value,16039.61660624151,13402.960000000001,4811.884981872453,-0.6409834109873899,P3 — Relationship Management
15663706,Leonard,France,Female,32,777,0.0,136458.19,1,0,1,0,136458.19,0.30529822530937584,Medium Risk,Medium Value,41660.44323592962,6822.909500000001,12498.132970778885,0.8317893518562548,P3 — Targeted Retention
15641732,Mills,France,Female,36,543,0.0,26019.59,2,0,0,0,26019.59,0.058734518073003256,Low Risk,Low Value,1528.2480791071348,1300.9795000000001,458.47442373214045,-0.6475928915619805,P4 — Monitor
15701164,Onyeorulu,France,Female,34,506,90307.62,159235.29,1,1,0,1,249542.91,0.15177587756121214,Low Risk,Very High Value,37874.59415442858,12477.1455,11362.378246328573,-0.08934473463272727,P3 — Relationship Management
15738751,Beit,France,Female,46,493,0.0,1907.66,2,0,0,0,1907.66,0.1213328497025542,Low Risk,Low Value,231.46182406357457,95.38300000000001,69.43854721907236,-0.2720029017846749,P4 — Monitor
15805254,Ndukaku,Spain,Female,75,652,0.0,114675.75,2,1,0,0,114675.75,0.022936776121621507,Low Risk,Low Value,2630.2920043290374,5733.7875,789.0876012987112,-0.862379343270271,P4 — Monitor
15762418,Gant,Spain,Male,22,750,121681.82,128643.35,1,0,1,1,250325.17,0.14255944830609893,Low Risk,Very High Value,35686.218132330425,12516.258500000002,10705.865439699128,-0.14464331016340656,P3 — Relationship Management
15625759,Rowley,France,Male,30,729,0.0,151869.35,2,0,0,0,151869.35,0.027843294878250012,Low Risk,Medium Value,4228.543095018159,7593.467500000001,1268.5629285054476,-0.8329402307304999,P4 — Monitor
15622897,Sharpe,France,Female,46,646,0.0,93251.42,3,0,1,0,93251.42,0.8830550978392139,Critical Risk,Low Value,82346.14181174562,4662.571,24703.842543523686,4.298330587035283,P3 — Targeted Retention
15767954,Osborne,Germany,Female,28,635,81623.67,156791.36,2,1,0,1,238415.02999999997,0.050170029447608566,Low Risk,High Value,11961.289075852479,11920.751499999998,3588.3867227557434,-0.6989798233143486,P4 — Monitor
15757535,Heap,Spain,Female,44,647,0.0,174205.22,3,1,1,0,174205.22,0.931259743273995,Critical Risk,Medium Value,162230.30845418983,8710.261,48669.09253625695,4.5875584596439705,P2 — High Priority
15731511,Ritchie,France,Male,45,808,118626.55,147132.46,2,0,0,1,265759.01,0.1918745322009684,Low Risk,Very High Value,50992.38572194248,13287.9505,15297.715716582745,0.15124719320581032,P3 — Relationship Management
15809248,Cole,France,Female,36,524,0.0,109614.57,2,0,0,0,109614.57,0.11170347869745045,Low Risk,Low Value,12244.328784925192,5480.728500000001,3673.2986354775576,-0.3297791278152974,P4 — Monitor
15640635,Capon,France,Male,29,769,0.0,172290.61,2,1,0,0,172290.61,0.022920421574177077,Low Risk,Medium Value,3948.9734144721288,8614.530499999999,1184.6920243416387,-0.8624774705549375,P4 — Monitor
15676966,Capon,Spain,Male,42,730,0.0,85982.47,2,1,0,0,85982.47,0.03714781518323307,Low Risk,Low Value,3194.0609045578817,4299.123500000001,958.2182713673644,-0.7771131089006016,P4 — Monitor
15699461,Fiorentini,Spain,Male,35,515,176273.95,121277.78,1,1,0,1,297551.73,0.04630695380536639,Low Risk,Very High Value,13778.714215816852,14877.5865,4133.614264745055,-0.7221582771678017,P3 — Relationship Management
15738721,Graham,Spain,Male,41,773,102827.44,64595.25,1,1,0,1,167422.69,0.09346971636559527,Low Risk,Medium Value,15648.951347464983,8371.1345,4694.685404239494,-0.43918170180642846,P4 — Monitor
15693683,Yuille,Germany,Male,29,814,97086.4,197276.13,2,1,0,1,294362.53,0.027158882227640714,Low Risk,Very High Value,7994.557284500357,14718.126500000002,2398.367185350107,-0.8370467066341557,P3 — Relationship Management
15604348,Allard,Spain,Male,22,710,0.0,99645.04,2,0,0,0,99645.04,0.0315457476342588,Low Risk,Low Value,3143.377284845623,4982.252,943.0131854536868,-0.8107255141944473,P4 — Monitor
15633059,Fanucci,France,Male,34,413,0.0,6534.18,2,0,0,0,6534.18,0.016265896375838806,Low Risk,Low Value,106.28429478107842,326.70900000000006,31.885288434323524,-0.9024046217449672,P4 — Monitor
15808582,Fu,France,Female,40,665,0.0,161848.03,1,1,0,0,161848.03,0.5065270017893319,High Risk,Medium Value,81980.39738140983,8092.4015,24594.119214422946,2.0391620107359905,P2 — High Priority
15743192,Hung,France,Female,44,623,0.0,167162.43,2,0,0,0,167162.43,0.26303602952257776,Medium Risk,Medium Value,43969.741872545834,8358.1215,13190.92256176375,0.5782161771354665,P3 — Targeted Retention
15580146,Hung,France,Male,31,738,82674.15,41970.72,1,0,0,1,124644.87,0.1247333970316061,Low Risk,Medium Value,15547.378057662929,6232.2435000000005,4664.213417298878,-0.2515996178103635,P4 — Monitor
15776605,Bradley,Spain,Male,36,528,0.0,60536.56,2,0,0,0,60536.56,0.026969618672183594,Low Risk,Low Value,1632.6479389257624,3026.828,489.7943816777287,-0.8381822879668984,P4 — Monitor
15804919,Dunbabin,Spain,Female,65,670,0.0,177655.68,1,1,1,0,177655.68,0.3905676743662122,Medium Risk,High Value,69386.56577554799,8882.784,20815.969732664398,1.3434060461972732,P2 — High Priority
15613854,Mauldon,Spain,Female,46,622,107073.27,30984.59,2,1,1,1,138057.86000000002,0.2922070874664003,Medium Risk,Medium Value,40341.48517244405,6902.893000000001,12102.445551733215,0.7532425247984017,P3 — Targeted Retention
15599195,Stiger,Germany,Male,32,582,88938.62,10054.53,1,1,0,1,98993.15,0.09750003887422963,Low Risk,Low Value,9651.835973282445,4949.6575,2895.550791984733,-0.4149997667546223,P4 — Monitor
15812878,Parsons,Germany,Female,36,785,99806.85,36976.52,1,1,0,1,136783.37,0.28869661954997833,Medium Risk,Medium Value,39488.89652965392,6839.1685,11846.668958896174,0.7321797172998699,P3 — Targeted Retention
15602312,Walkom,Spain,Male,33,605,150092.8,71862.79,1,0,0,1,221955.58999999997,0.13000387533645585,Low Risk,High Value,28855.086852589502,11097.779499999999,8656.52605577685,-0.21997674798126493,P4 — Monitor
15744689,T'ang,Germany,Male,35,479,92833.89,99449.86,1,0,1,1,192283.75,0.3822793624897936,Medium Risk,High Value,73506.10936714686,9614.1875,22051.832810144057,1.2936761749387617,P2 — High Priority
15803526,Eremenko,Germany,Male,30,685,90536.81,63082.88,1,1,0,1,153619.69,0.1836522335731859,Low Risk,Medium Value,28212.599189320412,7680.9845000000005,8463.779756796122,0.10191340143911524,P4 — Monitor
15665790,Rowntree,Germany,Male,39,538,108055.1,27231.26,2,0,0,1,135286.36000000002,0.18013120342320785,Low Risk,Medium Value,24369.294833545333,6764.318000000001,7310.7884500636,0.0807872205392471,P4 — Monitor
15715951,Thorpe,France,Male,42,562,100238.35,86797.41,1,0,0,1,187035.76,0.2459194682345982,Medium Risk,High Value,45995.73464005394,9351.788,13798.720392016181,0.4755168094075893,P2 — High Priority
15591100,Chiemela,Spain,Male,36,675,106190.55,22994.32,1,1,0,1,129184.87,0.07675636500122636,Low Risk,Medium Value,9915.761034355977,6459.2435000000005,2974.728310306793,-0.5394618099926419,P4 — Monitor
15609618,Fanucci,Germany,Male,28,721,154475.54,101300.94,2,1,1,1,255776.48,0.046258826576164626,Low Risk,Very High Value,11831.91983058184,12788.824,3549.575949174552,-0.7224470405430122,P3 — Relationship Management
15675522,Ko,Germany,Female,30,628,132351.29,74169.13,2,1,0,1,206520.42,0.10510969194186268,Low Risk,High Value,21707.297725904096,10326.021,6512.189317771229,-0.36934184834882394,P4 — Monitor
15705512,Welch,Germany,Female,37,668,167864.4,115638.29,1,0,0,1,283502.69,0.28268857739181513,Medium Risk,Very High Value,80142.97212285278,14175.1345,24042.89163685583,0.6961314643508907,P2 — High Priority
15698028,Duncan,France,Female,41,506,0.0,31766.3,2,0,0,0,31766.3,0.10604269347401112,Low Risk,Low Value,3368.5840137034793,1588.315,1010.5752041110437,-0.3637438391559334,P4 — Monitor
15661670,Chidozie,Germany,Female,31,524,107818.63,199725.39,1,0,1,1,307544.02,0.6594021611836808,Critical Risk,Very High Value,202795.19144711716,15377.201000000001,60838.557434135146,2.9564129671020845,P1 — Immediate Retention
15600781,Wu,Germany,Male,34,699,185173.81,120834.48,2,0,0,1,306008.29,0.08317591932771615,Low Risk,Very High Value,25452.520842652368,15300.414499999999,7635.75625279571,-0.5009444840337032,P3 — Relationship Management
15682472,Culbreth,France,Male,34,828,129433.34,38131.77,2,0,0,1,167565.11,0.03545286172486011,Low Risk,Medium Value,5940.662674740974,8378.2555,1782.1988024222921,-0.7872828296508394,P4 — Monitor
15580203,Kennedy,Spain,Male,39,674,120193.42,100130.95,1,0,0,1,220324.37,0.18257103895826474,Low Risk,High Value,40224.849138725134,11016.2185,12067.45474161754,0.09542623374958824,P4 — Monitor
15690673,Cameron,France,Female,39,656,0.0,141069.88,2,0,0,0,141069.88,0.12921681608872745,Low Risk,Medium Value,18228.60073961885,7053.494000000001,5468.580221885655,-0.22469910346763536,P4 — Monitor
15760085,Calabresi,Germany,Female,48,684,126384.42,198129.36,1,1,0,1,324513.77999999997,0.5774487913237438,High Risk,Very High Value,187390.09002889929,16225.688999999998,56217.027008669786,2.464692747942463,P1 — Immediate Retention
15779659,Zetticci,France,Female,28,625,0.0,183646.41,1,0,0,0,183646.41,0.26836138528701914,Medium Risk,High Value,49283.60499058788,9182.3205,14785.081497176365,0.6101683117221148,P2 — High Priority
15627360,Fuller,France,Male,42,432,152603.45,110265.24,1,0,1,1,262868.69,0.3735956598283959,Medium Risk,Very High Value,98206.60168877605,13143.434500000001,29461.980506632815,1.2415739589703751,P2 — High Priority
15671137,MacDonald,France,Female,52,549,0.0,8636.05,1,1,1,0,8636.05,0.8279820355843577,Critical Risk,Low Value,7150.494258408292,431.8025,2145.1482775224877,3.967892213506146,P3 — Targeted Retention
15782688,Piccio,Germany,Male,56,625,148507.24,46824.08,1,0,1,1,195331.32,0.9588775657877453,Critical Risk,High Value,187298.82064370715,9766.566,56189.646193112145,4.753265394726472,P1 — Immediate Retention
15575492,Kennedy,France,Female,41,828,0.0,171378.77,2,0,0,0,171378.77,0.10151379881728209,Low Risk,Medium Value,17397.30997933326,8568.9385,5219.192993799978,-0.3909172070963075,P4 — Monitor
15591607,Fernie,France,Male,24,770,101827.07,167256.35,1,0,0,1,269083.42000000004,0.12773654908250812,Low Risk,Very High Value,34371.78748611915,13454.171000000002,10311.536245835745,-0.23358070550495133,P3 — Relationship Management
