CustomerId,Surname,Geography,Gender,Age,CreditScore,Balance,EstimatedSalary,NumOfProducts,IsActiveMember,Exited,Cluster
15760861,Phillipps,France,Male,43,619,125211.92,113410.49,1,1,0,1
15630053,Tsao,France,Male,45,656,127864.4,87107.57,1,0,0,1
15647091,Endrizzi,Germany,Male,19,725,75888.2,45613.75,1,0,0,1
15623944,T'ien,Spain,Female,66,511,0.0,1643.11,1,0,1,0
15804771,Velazquez,France,Male,51,614,40685.92,46775.28,1,1,0,1
15651280,Hunter,Germany,Male,35,742,136857.0,84509.57,1,0,0,1
15773469,Clark,Germany,Female,27,687,152328.88,126494.82,2,0,0,1
15702014,Jeffrey,Spain,Male,33,555,56084.69,178798.13,2,0,0,1
15751208,Pirozzi,Spain,Male,56,684,78707.16,99398.36,1,1,0,1
15592461,Jackson,Germany,Male,26,603,109166.37,92840.67,1,1,0,1
15789484,Hammond,Germany,Female,36,751,169831.46,27758.36,2,1,0,1
15696061,Brownless,Germany,Female,34,581,101633.04,110431.51,1,0,0,1
15641582,Chibugo,Germany,Male,43,735,123180.01,196673.28,2,1,0,1
15638424,Glauert,Germany,Female,35,661,150725.53,113656.85,2,1,0,1
15755648,Pisano,France,Female,21,675,98373.26,18203.0,1,0,0,1
15703793,Konovalova,Germany,Male,58,738,133745.44,28373.86,4,0,1,1
15620344,McKee,France,Male,29,813,0.0,33953.87,1,0,0,0
15812518,Palermo,Spain,Female,37,657,163607.18,44203.55,1,1,0,1
15779052,Ballard,Germany,Female,25,604,157780.84,58426.81,2,1,0,1
15770811,Wallace,France,Male,36,519,0.0,145562.4,2,1,0,0
15780961,Cavenagh,France,Female,21,735,178718.19,22388.0,2,0,0,1
15614049,Hu,France,Male,55,664,0.0,139161.64,2,1,0,0
15662085,Read,France,Female,32,678,0.0,148210.64,1,1,0,0
15575185,Bushell,Spain,Male,33,757,77253.22,194239.63,1,1,0,1
15803136,Postle,Germany,Female,41,416,122189.66,98301.61,2,0,0,1
15706021,Buley,France,Female,34,665,96645.54,171413.66,2,0,0,1
15663706,Leonard,France,Female,32,777,0.0,136458.19,1,0,1,0
15641732,Mills,France,Female,36,543,0.0,26019.59,2,0,0,0
15701164,Onyeorulu,France,Female,34,506,90307.62,159235.29,1,1,0,1
15738751,Beit,France,Female,46,493,0.0,1907.66,2,0,0,0
15805254,Ndukaku,Spain,Female,75,652,0.0,114675.75,2,1,0,0
15762418,Gant,Spain,Male,22,750,121681.82,128643.35,1,0,1,1
15625759,Rowley,France,Male,30,729,0.0,151869.35,2,0,0,0
15622897,Sharpe,France,Female,46,646,0.0,93251.42,3,0,1,0
15767954,Osborne,Germany,Female,28,635,81623.67,156791.36,2,1,0,1
15757535,Heap,Spain,Female,44,647,0.0,174205.22,3,1,1,0
15731511,Ritchie,France,Male,45,808,118626.55,147132.46,2,0,0,1
15809248,Cole,France,Female,36,524,0.0,109614.57,2,0,0,0
15640635,Capon,France,Male,29,769,0.0,172290.61,2,1,0,0
15676966,Capon,Spain,Male,42,730,0.0,85982.47,2,1,0,0
15699461,Fiorentini,Spain,Male,35,515,176273.95,121277.78,1,1,0,1
15738721,Graham,Spain,Male,41,773,102827.44,64595.25,1,1,0,1
15693683,Yuille,Germany,Male,29,814,97086.4,197276.13,2,1,0,1
15604348,Allard,Spain,Male,22,710,0.0,99645.04,2,0,0,0
15633059,Fanucci,France,Male,34,413,0.0,6534.18,2,0,0,0
15808582,Fu,France,Female,40,665,0.0,161848.03,1,1,0,0
15743192,Hung,France,Female,44,623,0.0,167162.43,2,0,0,0
15580146,Hung,France,Male,31,738,82674.15,41970.72,1,0,0,1
15776605,Bradley,Spain,Male,36,528,0.0,60536.56,2,0,0,0
15804919,Dunbabin,Spain,Female,65,670,0.0,177655.68,1,1,1,0
15613854,Mauldon,Spain,Female,46,622,107073.27,30984.59,2,1,1,1
15599195,Stiger,Germany,Male,32,582,88938.62,10054.53,1,1,0,1
15812878,Parsons,Germany,Female,36,785,99806.85,36976.52,1,1,0,1
15602312,Walkom,Spain,Male,33,605,150092.8,71862.79,1,0,0,1
15744689,T'ang,Germany,Male,35,479,92833.89,99449.86,1,0,1,1
15803526,Eremenko,Germany,Male,30,685,90536.81,63082.88,1,1,0,1
15665790,Rowntree,Germany,Male,39,538,108055.1,27231.26,2,0,0,1
15715951,Thorpe,France,Male,42,562,100238.35,86797.41,1,0,0,1
15591100,Chiemela,Spain,Male,36,675,106190.55,22994.32,1,1,0,1
15609618,Fanucci,Germany,Male,28,721,154475.54,101300.94,2,1,1,1
15675522,Ko,Germany,Female,30,628,132351.29,74169.13,2,1,0,1
15705512,Welch,Germany,Female,37,668,167864.4,115638.29,1,0,0,1
15698028,Duncan,France,Female,41,506,0.0,31766.3,2,0,0,0
15661670,Chidozie,Germany,Female,31,524,107818.63,199725.39,1,0,1,1
15600781,Wu,Germany,Male,34,699,185173.81,120834.48,2,0,0,1
15682472,Culbreth,France,Male,34,828,129433.34,38131.77,2,0,0,1
15580203,Kennedy,Spain,Male,39,674,120193.42,100130.95,1,0,0,1
15690673,Cameron,France,Female,39,656,0.0,141069.88,2,0,0,0
15760085,Calabresi,Germany,Female,48,684,126384.42,198129.36,1,1,0,1
15779659,Zetticci,France,Female,28,625,0.0,183646.41,1,0,0,0
15627360,Fuller,France,Male,42,432,152603.45,110265.24,1,0,1,1
15671137,MacDonald,France,Female,52,549,0.0,8636.05,1,1,1,0
15782688,Piccio,Germany,Male,56,625,148507.24,46824.08,1,0,1,1
15575492,Kennedy,France,Female,41,828,0.0,171378.77,2,0,0,0
15591607,Fernie,France,Male,24,770,101827.07,167256.35,1,0,0,1
15740404,He,France,Female,34,758,0.0,124226.16,2,1,0,0
15718369,Kaodilinakachukwu,Germany,Female,33,795,130862.43,114935.21,1,1,0,1
15677871,Cocci,France,Male,38,687,122570.87,35608.88,1,1,0,1
15642004,Alekseeva,France,Male,25,686,0.0,16459.37,2,1,0,0
15712543,Chinweike,Germany,Male,39,789,124828.46,124411.08,2,1,0,1
15584518,Arthur,Germany,Female,50,589,144895.05,34941.23,2,1,0,1
15802381,Li,Germany,Female,34,461,63663.93,167784.28,1,1,0,1
15610156,Ma,France,Male,40,637,133463.1,93165.34,1,1,0,1
15594408,Chia,Spain,Female,48,584,213146.2,75161.25,1,0,1,1
15640905,Vasin,Spain,Female,35,579,129490.36,8590.83,2,1,1,1
15698932,Groves,Germany,Male,44,756,137452.09,189543.9,1,0,0,1
15724944,Tien,France,Male,34,663,0.0,180427.24,2,1,0,0
15628145,Forwood,France,Female,43,682,125851.93,193318.33,1,1,0,1
15713483,Greeves,Spain,Male,52,793,0.0,159123.82,1,0,1,0
15612350,Taylor,France,Female,31,691,40915.55,126213.84,1,0,1,1
15800703,Madukwe,Spain,Female,21,485,113157.22,54141.5,1,1,0,1
15705707,Bennelong,Spain,Female,29,635,138296.94,141075.51,2,0,0,1
15754105,Olisanugo,France,Male,37,650,106967.18,24495.03,1,0,0,1
15703264,Chukwufumnanya,France,Male,44,735,120681.63,74836.34,1,0,0,1
15794413,Harris,France,Male,32,416,0.0,878.87,2,1,0,0
15650237,Morgan,Spain,Female,32,754,0.0,89520.75,2,0,0,0
15759618,Alexeeva,France,Female,48,535,0.0,149892.79,1,0,1,0
15811589,Metcalfe,Spain,Male,42,716,0.0,180800.42,2,0,0,0
15689044,Humphries,France,Male,37,539,127609.59,98646.22,1,0,0,1
15709368,Milne,France,Female,43,614,0.0,109041.53,2,1,0,0
15679145,Chou,Spain,Male,57,706,0.0,17941.16,1,0,1,0
15655007,Li,France,Female,33,758,0.0,82996.47,2,0,0,0
15623595,Clayton,Spain,Female,28,586,0.0,92067.35,2,1,0,0
15589975,Maclean,France,Female,73,646,97259.25,104719.66,1,1,0,1
15804017,Chigolum,Germany,Female,33,631,123246.7,112687.57,1,0,0,1
15692132,Wilkinson,Spain,Female,22,717,101060.25,84699.56,1,1,0,1
15641122,Wei,France,Male,30,684,0.0,83473.82,2,0,0,0
15630910,Treacy,France,Female,49,800,108007.36,47125.11,1,0,0,1
15680772,Hu,Spain,Female,36,721,0.0,106977.8,2,1,0,0
15658929,Taverner,Spain,Male,29,683,133702.89,55582.54,1,0,1,1
15585388,Sherman,Germany,Male,31,660,125189.75,139874.43,2,1,0,1
15724623,Taubman,Germany,Female,24,704,113034.22,162503.48,1,0,1,1
15588537,Robinson,Spain,Female,41,615,109013.23,196499.96,1,0,0,1
15574692,Pinto,Spain,Female,39,667,0.0,40721.24,2,0,1,0
15611325,Wood,Germany,Male,24,682,57929.81,53134.3,2,0,0,1
15587562,Hawkins,France,Female,29,484,130114.39,164017.89,1,0,0,1
15613172,Sun,Germany,Male,27,628,95826.49,155996.96,2,0,0,1
15651022,Yost,Germany,Male,44,480,129608.57,5472.7,1,0,1,1
15586310,Ting,France,Male,30,578,169462.09,112187.11,1,0,0,1
15625524,Rowe,France,Male,40,512,0.0,146457.83,2,1,0,0
15755209,Fu,Spain,Female,35,484,133868.21,27286.1,1,1,0,1
15645248,Ho,France,Female,30,510,0.0,130553.47,2,1,0,0
15790355,Okechukwu,Germany,Male,36,606,190479.48,179351.89,2,0,0,1
15762615,Campbell,Spain,Female,40,597,101993.12,94774.12,1,1,0,1
15625426,Ashbolt,Germany,Female,55,754,161608.81,8080.85,1,0,1,1
15716334,Rozier,Spain,Female,45,850,122311.21,19482.5,1,1,0,1
15789669,Hsia,France,Male,65,510,0.0,48071.61,2,1,0,0
15621075,Ogbonnaya,Germany,Female,45,778,162150.42,174531.27,2,0,0,1
15810845,T'ang,France,Male,42,636,0.0,55470.78,2,1,0,0
15719377,Cocci,France,Female,50,804,0.0,8546.87,1,1,1,0
15654506,Chang,France,Male,32,514,0.0,95857.18,2,0,0,0
15771977,T'ao,France,Female,39,730,99010.67,194945.8,1,0,0,1
15708710,Ford,Spain,Female,37,525,0.0,131521.72,1,1,0,0
15726676,Marshall,Spain,Male,30,616,0.0,196108.51,2,1,0,0
15587421,Tsai,Germany,Female,34,687,111388.18,148564.76,2,0,0,1
15726931,Onwumelu,France,Female,41,715,56214.85,92982.61,2,0,1,1
15771086,Graham,France,Female,36,512,84327.77,17675.36,2,0,0,1
15756850,Golovanov,France,Male,40,479,0.0,114996.43,2,0,0,0
15702741,Potts,France,Male,32,601,93012.89,86957.42,1,0,0,1
15679200,Crawford,Spain,Male,29,580,61710.44,128077.8,2,0,0,1
15594815,Aleshire,France,Male,35,807,174790.15,600.36,1,1,0,1
15635905,Moran,Spain,Female,32,616,0.0,43001.46,2,1,0,0
15777892,Samsonova,Germany,Male,37,721,107720.64,158591.12,1,1,0,1
15656176,Jenkins,France,Male,57,501,0.0,47847.19,2,1,0,0
15811127,Volkov,France,Male,35,521,96423.84,10488.44,1,0,0,1
15604482,Chiemezie,Spain,Male,30,850,141040.01,5978.2,1,1,0,1
15622911,Jude,France,Male,42,759,105420.18,121409.06,1,1,0,1
15600974,He,Spain,Male,50,516,0.0,146145.93,1,1,1,0
15727868,Onuora,France,Female,38,711,129022.06,14374.86,2,1,1,1
15627801,Ginikanwa,Spain,Male,33,512,176666.62,94670.77,1,0,0,1
15773039,Ku,France,Male,37,550,0.0,179670.31,1,1,0,0
15755262,McDonald,Spain,Female,41,608,89763.84,199304.74,1,0,1,1
15679531,Collins,France,Male,34,618,134954.53,151954.39,1,1,0,1
15684181,Hackett,France,Male,45,643,0.0,142513.5,1,0,1,0
15612087,Dike,France,Male,45,671,106376.85,158264.62,1,1,0,1
15752047,Trevisano,Germany,Male,33,689,161814.64,169381.9,2,0,0,1
15624592,Tan,France,Male,31,603,0.0,169915.02,2,1,0,0
15573152,Glassman,France,Female,41,620,0.0,88852.47,2,0,0,0
15594917,Miller,France,Female,34,676,63095.01,40645.81,1,1,0,1
15785542,Kornilova,Germany,Male,26,572,118287.01,60427.3,2,0,0,1
15723488,Watson,Germany,Male,47,668,106854.21,157959.02,1,1,1,1
15680920,Marchesi,France,Male,46,695,49512.55,133007.34,1,0,0,1
15786308,Millar,Spain,Female,33,730,0.0,176576.62,2,0,0,0
15659366,Shih,France,Male,43,807,105799.32,34888.04,2,0,1,1
15774854,Fuller,France,Male,54,592,0.0,28737.71,1,1,1,0
15725311,Hay,France,Female,31,726,114722.05,98178.57,2,1,0,1
15787155,Yang,Spain,Male,30,514,0.0,125010.24,1,1,0,0
15727829,McIntyre,France,Male,42,567,0.0,167984.61,2,1,0,0
15733247,Stevenson,France,Male,33,850,0.0,4861.72,1,0,1,0
15568748,Poole,Germany,Male,45,671,99564.22,108872.45,1,1,1,1
15699029,Bagley,France,Male,37,670,170557.91,198252.88,2,0,0,1
15774393,Ch'ien,France,Female,30,694,0.0,26960.31,2,1,0,0
15676895,Cattaneo,Germany,Female,39,547,74596.15,85746.52,3,1,1,1
15637753,O'Sullivan,Germany,Male,50,751,96888.39,77206.25,1,0,1,1
15605461,Lucas,Germany,Female,29,594,130830.22,61048.53,1,0,0,1
15808473,Ringrose,France,Male,72,673,0.0,111981.19,2,1,0,0
15627000,Freeman,France,Male,40,610,0.0,62232.6,2,0,0,0
15787174,Sergeyev,France,Female,37,512,0.0,156105.03,2,1,0,0
15723886,Fiore,Germany,Male,20,767,119714.25,150135.38,2,1,0,1
15704769,Smith,France,Female,67,585,113978.97,93146.11,2,1,0,1
15772896,Dumetochukwu,Germany,Male,42,763,100160.75,33462.94,1,0,1,1
15711540,Pacheco,France,Female,29,712,0.0,144375.0,1,1,0,0
15764866,Synnot,Germany,Female,43,539,116220.5,55803.96,3,0,1,1
15794056,Johnston,France,Female,46,668,0.0,89048.46,3,0,1,0
15795149,Stevens,France,Male,28,703,81173.83,162812.16,2,1,0,1
15812009,Grant,Spain,Male,38,662,0.0,136259.65,2,0,0,0
15651001,Tsao,Germany,Female,39,725,116803.8,124052.97,1,0,0,1
15813844,Barnes,France,Male,37,703,105961.68,74158.8,2,1,0,1
15596175,McIntosh,Germany,Male,67,659,117411.6,45071.09,1,1,1,1
15576269,Madison,Spain,Male,34,523,0.0,62030.06,2,0,0,0
15797219,Ifesinachi,France,Female,40,635,123497.58,131953.23,1,0,1,1
15685500,Glazkov,Germany,Male,26,772,152400.51,79414.0,2,0,0,1
15599792,Dimauro,France,Female,26,545,0.0,199638.56,2,1,0,0
15657566,Wieck,Germany,Male,24,634,103097.85,157577.29,1,1,0,1
15772423,Liao,Germany,Male,54,739,126418.14,134420.75,1,0,1,1
15628112,Hughes,Germany,Female,36,771,77846.9,99805.99,1,0,0,1
15753754,Morrison,Spain,Female,34,587,0.0,97932.68,2,1,0,0
15793726,Matveyeva,France,Female,79,681,0.0,170968.99,2,1,0,0
15694717,Ku,Germany,Male,37,544,79731.91,57558.95,1,1,0,1
15665834,Cheatham,Spain,Male,28,696,0.0,176713.47,1,0,0,0
15765297,Yao,Spain,Male,41,766,0.0,34283.23,2,1,0,0
15636684,Kirkland,France,Male,34,727,0.0,198637.34,2,1,0,0
15592979,Rose,Germany,Female,34,671,37266.67,156917.12,2,0,0,1
15750803,Jess,France,Female,30,693,127992.25,50457.2,1,1,0,1
15607178,Welch,Germany,Male,38,850,54901.01,140075.55,1,1,0,1
15713853,Ifeajuna,Germany,Male,42,732,108748.08,65323.11,2,1,0,1
15673481,Morton,Spain,Female,48,726,99906.19,64323.24,1,0,0,1
15686776,Rossi,France,Female,32,557,184686.41,14956.44,2,0,0,1
15673693,Reppert,France,Female,26,682,110654.02,111879.21,1,1,0,1
15700696,Kang,Spain,Male,31,738,79019.8,18606.23,1,1,0,1
15813163,Ch'iu,Spain,Female,36,531,99240.51,123137.01,1,0,0,1
15653857,Wallis,France,Male,34,498,0.0,148528.24,2,1,0,0
15777076,Clark,France,Male,36,651,0.0,13898.31,2,0,0,0
15717398,Fielding,Spain,Female,39,549,0.0,81259.25,1,0,1,0
15799217,Zetticci,Germany,Female,35,791,52436.2,161051.75,1,0,0,1
15787071,Dulhunty,Spain,Male,41,650,0.0,191599.67,2,1,0,0
15619955,Bevington,Germany,Male,34,733,100337.96,48559.19,3,0,1,1
15796505,Boyle,Germany,Female,34,811,149297.19,186339.74,2,1,0,1
15725166,Newton,France,Male,30,707,0.0,33159.37,2,0,0,0
15800116,Bowman,Germany,Male,28,712,145605.44,93883.53,1,1,0,1
15758685,Dubinina,Spain,Female,37,706,0.0,110899.3,2,1,0,0
15694456,Toscani,France,Male,62,756,0.0,11199.04,1,1,1,0
15767339,Chiazagomekpere,France,Female,53,777,0.0,189992.97,2,0,0,0
15683562,Allen,France,Male,35,646,84026.86,164255.69,1,1,0,1
15782210,K'ung,France,Male,46,714,0.0,152167.79,1,0,1,0
15668893,Wilsmore,France,Male,39,782,0.0,33949.67,2,1,0,0
15669169,Hargreaves,Spain,Male,29,775,0.0,68143.93,2,1,0,0
15643024,Huang,Germany,Male,35,479,138718.92,47251.79,1,1,1,1
15699389,Ch'ien,France,Male,42,807,118274.71,25885.72,1,1,0,1
15708608,Wallwork,France,Female,22,799,174185.98,192633.85,2,1,0,1
15626144,Chu,France,Male,40,675,113208.86,34577.36,2,0,0,1
15573112,Kang,Spain,Male,29,602,103907.28,161229.84,1,0,0,1
15790678,Davidson,France,Female,32,475,119023.28,100816.29,1,0,0,1
15727556,O'Donnell,Spain,Female,26,744,166297.89,181694.44,1,1,0,1
15697307,Nnachetam,Spain,Male,34,588,0.0,79078.91,2,0,0,0
15652266,Chidiebele,Germany,Male,42,703,63227.0,137316.32,1,1,0,1
15607098,Ahmed,Spain,Female,41,747,94521.17,194926.86,2,0,0,1
15655774,Booth,France,Male,27,583,0.0,51285.49,2,0,0,0
15590241,Chuang,Spain,Female,34,750,112822.26,150401.53,1,0,1,1
15785819,Shao,France,Male,38,681,0.0,112491.96,2,1,0,0
15723654,Tsao,France,Male,25,773,135903.33,73656.38,1,0,0,1
15774510,Tien,France,Female,31,714,125169.26,106636.89,1,1,0,1
15684173,Chang,Spain,Female,44,687,0.0,155853.52,3,0,1,0
15650068,Johnson,France,Male,58,511,149117.31,162599.51,1,1,0,1
15811490,French,France,Male,33,627,0.0,103737.82,2,1,0,0
15803976,Efremov,France,Female,31,694,0.0,160990.27,2,0,0,0
15682541,Hartley,Spain,Female,36,616,132311.71,15462.84,1,0,0,1
15695699,Calabrese,France,Male,35,687,0.0,10334.05,2,0,0,0
15624188,Chiu,France,Female,33,712,0.0,190686.16,2,1,0,0
15812191,Brennan,France,Male,33,553,118082.89,94440.45,1,0,0,1
15636673,Onwuatuegwu,France,Male,31,667,119266.69,28257.63,1,1,0,1
15594898,Hewitt,France,Male,43,731,0.0,170034.95,1,1,1,0
15660211,Shih,Germany,Male,35,629,156847.29,31824.29,2,0,0,1
15773972,Balashov,France,Male,50,614,137104.47,127166.49,1,0,1,1
15746726,Doyle,Germany,Male,31,438,78398.69,44937.01,1,0,0,1
15712287,Pokrovskii,France,Female,80,652,0.0,188603.07,2,1,0,0
15702919,Collins,Germany,Male,30,729,63669.42,145111.37,1,0,0,1
15674398,Russo,France,Male,38,642,0.0,171463.83,2,0,0,0
15797960,Skinner,Germany,Female,59,806,135296.33,182822.5,1,0,0,1
15631868,Robertson,Spain,Male,36,744,153804.44,87213.33,1,1,0,1
15581539,Atkinson,Spain,Male,37,474,0.0,57175.32,2,0,0,0
15662736,Doyle,France,Male,49,559,147069.78,120540.83,1,0,1,1
15666252,Ritchie,Spain,Male,42,706,0.0,28714.34,2,1,0,0
15677512,McEncroe,Spain,Female,22,628,0.0,85426.28,1,0,0,0
15626114,Pearson,France,Male,24,429,95741.75,46170.75,1,0,0,1
15810834,Gordon,Spain,Female,57,525,145965.33,64448.36,1,1,0,1
15678910,Ts'ai,France,Female,30,680,141441.75,16278.97,1,1,0,1
15694408,Lung,France,Male,40,749,139290.41,182855.42,1,0,1,1
15585215,Yuan,France,Female,31,763,0.0,50404.72,2,0,0,0
15682757,Pardey,France,Male,30,734,0.0,107640.25,2,0,0,0
15736601,Tai,France,Male,35,716,144428.87,134132.65,1,0,0,1
15601848,Scott,France,Male,35,594,0.0,103480.69,2,0,0,0
15736008,Hunter,France,Female,46,644,95441.27,108761.05,1,0,1,1
15669064,Mazzanti,Germany,Male,35,671,144848.74,179012.3,1,1,0,1
15624528,L?,Germany,Male,26,664,116244.14,95145.14,2,1,0,1
15598493,Beach,France,Male,50,656,0.0,72143.44,2,1,0,0
15601274,Hsieh,Spain,Female,40,667,146502.07,19162.89,1,0,0,1
15702669,Faulkner,Germany,Male,44,663,117028.6,144680.18,2,1,0,1
15728669,Knowles,Germany,Female,30,584,112013.81,177772.03,1,0,1,1
15742668,Day,Spain,Female,37,626,108269.37,5597.94,1,0,0,1
15697441,Hsueh,France,Male,29,485,182123.79,116828.51,1,0,1,1
15740476,Tsao,Germany,Female,32,659,150923.74,174652.51,2,1,0,1
15648064,Kennedy,France,Male,33,649,0.0,2010.98,2,0,0,0
15636624,Nwabugwu,Spain,Female,39,805,165272.13,14109.85,1,0,1,1
15807923,Young,Germany,Female,39,716,115301.31,43527.4,1,0,1,1
15745844,Kerr,Germany,Female,40,642,129502.49,86099.23,2,1,1,1
15786170,Tien,France,Male,31,659,118342.26,161574.19,1,0,0,1
15681081,Marrero,Spain,Female,47,545,0.0,38970.14,2,1,0,0
15684484,White,France,Male,22,543,0.0,127587.22,2,0,0,0
15785869,Pisano,France,Female,25,718,0.0,30380.12,2,0,0,0
15763859,Brown,France,Female,43,840,0.0,90908.95,2,0,0,0
15658935,Freeman,Germany,Female,34,630,106937.05,138275.01,2,0,0,1
15747358,Russell,Germany,Male,59,643,170331.37,32171.79,1,1,0,1
15735203,Seleznyov,Germany,Female,32,654,114510.85,126143.23,1,1,0,1
15576256,Yusupova,France,Male,39,582,0.0,129892.93,2,1,0,0
15659420,Foley,Spain,Male,32,659,107594.11,102416.84,2,1,0,1
15593365,Shih,Spain,Male,39,762,81273.13,18719.67,1,1,0,1
15777352,Ikedinachukwu,Spain,Female,32,568,169399.6,61936.22,1,0,0,1
15812007,Power,Spain,Male,25,670,0.0,78358.94,2,1,0,0
15625461,Amos,France,Female,45,613,187841.99,147224.27,2,1,0,1
15739438,Reed,France,Male,30,539,0.0,160979.66,2,0,0,0
15611759,Simmons,Spain,Female,57,850,126776.3,132298.49,2,1,0,1
15661629,Ricci,Spain,Male,34,522,126436.29,174248.52,1,0,1,1
15633950,Yen,France,Male,41,737,101960.74,123547.28,1,1,0,1
15592386,Campbell,France,Male,58,520,0.0,32790.02,2,1,0,0
15803716,West,Spain,Male,28,706,0.0,181543.67,2,1,0,0
15696674,Robinson,Germany,Female,45,643,150842.93,2319.96,1,1,1,1
15706365,Bianchi,France,Female,50,648,102535.57,189543.19,1,1,0,1
15745088,Chen,Germany,Female,29,443,99027.61,10940.4,2,0,0,1
15676715,Madukaego,France,Male,68,640,0.0,199493.38,2,1,0,0
15613085,Ibrahimova,Spain,Female,33,628,0.0,188193.25,1,1,0,0
15633537,Nolan,Germany,Female,42,540,87271.41,172572.64,2,0,0,1
15594720,Scott,Germany,Female,35,460,102742.91,189339.6,2,1,0,1
15684042,Blair,Germany,Male,34,636,40105.51,53512.16,2,1,0,0
15583303,Monaldo,France,Female,29,593,152265.43,34004.44,1,0,0,1
15611579,Sutherland,Spain,Male,42,801,141947.67,10598.29,1,1,0,1
15774696,Cole,Germany,Female,75,640,106307.91,113428.77,2,1,0,1
15694506,Briggs,Germany,Male,31,611,107884.81,183487.98,2,1,0,1
15688074,Gregory,Germany,Male,31,802,125013.72,187658.09,1,1,0,1
15759537,Bianchi,Germany,Male,35,717,58469.37,172459.39,2,1,0,1
15758449,Angelo,France,Female,39,769,0.0,21016.0,1,1,0,0
